# scsi96_mame_q700_753_tc16.csv — NCR 53C96 golden register trace, MAME macqd700
#
# Captured 2026-08-07 with tools/mame_scsi96_capture.lua from a full, HEALTHY
# 45 s System 7.5.3 boot (mame 0.285, -hard HD0-OpenRetroSCSI-7.5.3.hda).
# The whole boot is 275,355 events; this file is the 20 transactions whose
# DATA-PHASE transfer counter is 0x0010 — the shape the hardware "Starting
# up..." wedge sits inside (wedge state: cmd=0x90, status=0x01 DATA IN,
# tcounter=0x0010 undecremented, FIFO empty, SD back-end idle).
#
# Format: txn,rw,reg,byte   (reg 0..c = 53C96 register, d = pseudo-DMA port)
#
# WHAT THIS TRACE SHOWS, and it is the load-bearing fact:
#   The driver loads the transfer counter ONCE and then issues Transfer Info
#   (W3=90) REPEATEDLY, once per 16-byte chunk, with NOTHING in between but
#   status/interrupt polling — no FLUSH_FIFO, no TC rewrite.  Each 0x90 moves
#   exactly TC bytes.  Verified arithmetically: a 19-block READ(6) (9728 B)
#   issues exactly 608 x 0x90 = 608 x 16 = 9728.
#   Healthy per-chunk status progression: 0x01 (DATA IN, in progress)
#   -> 0x11 (TC reached) -> 0x91 (INT) -> istatus 0x10 (FUNC_CMPL).
#   The hardware wedge is stuck at the FIRST of those three, forever.
#
# NOTE: pseudo-DMA payload READS are absent by construction.  Measured over
# this same boot with per-access addresses, MAME makes ZERO reads anywhere in
# the 0x50f0f100 page while making 6743 writes to it (the CDB tail bytes).
# Our RTL drains each chunk with blind CPU reads of that port, so a hardware
# trace has thousands of R,d events this file cannot.  tools/scsi96_trace_diff.py
# drops them from both sides; payload-beat counts are NOT comparable.
0,W,3,c1
0,R,6,00
0,R,4,02
0,R,6,01
0,R,4,02
0,R,4,02
0,R,8,47
0,W,8,c7
0,W,2,08
0,W,2,00
0,W,2,00
0,W,2,00
0,W,2,01
0,W,d,00
0,R,4,91
0,R,8,c7
0,W,8,47
0,R,4,91
0,R,7,00
0,R,5,18
0,R,4,11
0,W,3,01
0,W,1,00
0,W,0,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
0,R,5,10
0,W,3,90
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,01
0,R,4,11
0,R,4,11
0,R,4,91
